Sample_ID,District,Agro_Zone,Season,Soil_pH,Total_N_percent,Available_P_mgkg,Available_K_mgkg,Organic_Carbon_percent,Rainfall_30d_mm,Temperature_mean_C,Recommended_N_kg_ha,Recommended_P2O5_kg_ha,Recommended_K2O_kg_ha,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha
227,Trincomalee,Dry,Yala,5.77,0.115,14.5,98.8,1.24,75.5,27.6,120,40,40,279.4,89.7,64
228,Batticaloa,Dry,Maha,5.68,0.15,12.2,89.8,1.5,,31.4,100,40,40,213.9,90.8,62.4
229,Polonnaruwa,Dry,Yala,6.44,0.061,10.4,90.6,0.62,30,29.4,130,40,40,299.2,83,67.1
230,Monaragala,Intermediate,Maha,,,18.9,81.1,1.84,223,29.8,120,20,40,266,41.9,71.6
231,Nuwara Eliya,Wet,Yala,5.11,0.159,5.5,60.9,,250.9,25,100,60,40,227,130.6,69.1
232,Anuradhapura,Dry,Yala,5.81,0.187,12.3,76.8,1.19,77.6,27.6,100,40,40,217.5,84.8,65
233,Ratnapura,Wet,Yala,5.05,,10.2,64.9,2.64,335.3,24.2,100,40,40,219.9,91.7,70
234,Gampaha,Wet,Maha,5.88,0.112,9.1,85.4,1.71,347.7,24.9,120,60,40,260.6,129.9,69.4
235,Kurunegala,Intermediate,Maha,5.9,0.139,8.6,92.3,,119.8,29.3,120,60,40,249,136.3,64.5
236,Matara,Wet,Maha,5.76,0.134,11.2,62.9,2.65,240.8,26.8,120,40,40,269.6,88.1,61.8
237,Matara,Wet,Maha,5.66,0.097,9.9,135.6,2.13,309,27.8,130,60,20,273.3,135.7,31.4
238,Badulla,Intermediate,Yala,5.82,0.068,8.6,120.7,1.87,245.7,26.2,130,60,20,262.4,127.1,35.2
239,Gampaha,Wet,Maha,,0.148,8.9,148.3,2.31,359.7,27.8,120,60,20,266.6,136.9,35
240,Matale,Intermediate,Yala,6.28,0.052,,84.3,1.13,101.7,26.4,130,40,40,268.9,84.1,64.7
241,Ampara,Dry,Maha,6.97,0.075,9.9,60.3,0.95,142.9,29.7,130,60,40,301.3,131.3,64.6
242,Matale,Intermediate,Yala,6.51,0.097,18.7,77.1,1.03,109.6,29.7,130,20,40,301.8,41.6,69.6
243,Mullaitivu,Dry,Yala,6.69,0.199,5.9,104.7,1.44,71.2,30.1,100,60,20,230.9,129.9,35.5
244,Anuradhapura,Dry,Maha,6.14,0.062,10.4,90,,247.1,28.6,130,40,40,277.1,84.6,69.5
245,Puttalam,Dry,Maha,5.89,0.093,12.5,115.8,0.51,151.1,30.8,130,40,20,262.1,84,33.8
246,Gampaha,Wet,Yala,5.51,0.086,7.8,83,1.96,373.9,26.1,130,60,40,300.8,139.5,64.1
247,Badulla,Intermediate,Maha,6.05,0.084,5.1,70.2,1.67,223.8,28.3,130,60,40,279.6,123.8,67
248,Ampara,Dry,Yala,7.3,0.067,8.9,105.1,1.32,42.5,31.2,130,60,20,302.4,136,32
249,Monaragala,Intermediate,Maha,5.36,0.174,12.4,103.7,1.88,217,27.6,100,40,20,232.5,93.3,34.8
250,Badulla,Intermediate,Maha,6.63,0.089,18.4,119.3,,188.3,27.1,130,20,20,297.6,40.4,32.7
251,Galle,Wet,Yala,5.46,0.192,8.4,134.2,2.85,373.4,,100,60,20,210.7,134.3,35
252,Mannar,Dry,Maha,6.13,0.162,13.2,49.9,1.21,157.2,,100,40,60,213.7,83.8,98.2
253,Anuradhapura,Dry,Yala,6.31,0.101,7.6,56.3,0.5,62.5,27.4,120,60,60,274.6,121.4,104.9
254,Colombo,Wet,Yala,4.83,0.167,7.3,71.5,2.9,378.5,,100,60,40,211.4,128.5,65
255,Matara,Wet,Maha,4.72,0.118,6.7,143.5,1.95,233.9,25.1,120,60,20,248,138.9,33
256,Galle,Wet,Maha,5.42,0.089,5.2,68.5,1.74,232.7,26.6,130,60,40,285,120.9,67.9
257,Colombo,Wet,Maha,5.51,0.157,11.7,94.5,2.81,347.8,24.9,100,40,40,231.6,88.1,62.4
258,Badulla,Intermediate,Yala,6.76,0.085,,64.1,1.1,249.3,29,130,20,40,290.9,43.5,71.2
259,Mullaitivu,Dry,Maha,6.98,0.094,7.8,113.7,1.27,161.2,27.3,130,60,20,285.6,137.7,33.7
260,Jaffna,Dry,Maha,5.68,0.139,12.9,61.4,0.75,144.4,29.5,120,40,40,245.1,81.6,66.8
261,Mullaitivu,Dry,Yala,6.72,0.184,5.7,96.1,0.72,58.6,30.2,100,60,40,221.2,134,70.1
262,Puttalam,Dry,Yala,7.45,0.106,14.6,51.8,1.23,99.9,27.8,120,40,60,280.1,89.4,105.5
263,Jaffna,Dry,Yala,6.62,0.121,11,109.6,1.44,88.5,30.5,120,40,20,246.8,89.2,33.4
264,Gampaha,Wet,Maha,5.92,0.155,10.7,81.2,1.69,355.3,26.5,100,40,40,218,92.8,71
265,Mullaitivu,Dry,Maha,6.38,0.079,6.6,97.6,1.43,243.8,28.3,130,60,40,298.6,136.7,62.3
266,Polonnaruwa,Dry,Yala,5.6,0.136,13.2,53,1.28,46.2,31,120,40,60,270.3,81,94.2
267,Kalutara,Wet,Yala,5.4,0.079,9,138.2,2.87,330.6,,130,60,20,291,129.8,33.8
268,Badulla,Intermediate,Maha,6.34,0.186,11.4,101.8,1.93,102.2,28.2,100,40,20,224,85.7,32.6
269,Jaffna,Dry,Yala,7.12,0.175,5.9,,0.92,39.5,,100,60,40,212.8,126.7,66.3
270,Polonnaruwa,Dry,Yala,6.09,0.094,6.7,98.1,0.7,75.7,29.7,130,60,40,273.9,129.4,65
271,Batticaloa,Dry,Maha,6.3,0.124,8.3,112.2,1.4,123.5,31.8,120,60,20,273,128.1,32.8
272,Polonnaruwa,Dry,Yala,6.74,0.089,8.5,42.2,0.51,57.1,30.1,130,60,60,295.7,129.1,104.8
273,Monaragala,Intermediate,Maha,6.44,0.197,10,124.8,1.54,127.4,29.9,100,40,20,229.4,93.3,33.8
274,Monaragala,Intermediate,Yala,6.14,0.051,9.4,53.7,1.88,164.6,26.1,130,60,60,300.1,122.4,107.5
275,Mannar,Dry,Maha,6.39,0.086,11.7,98.6,1.24,291.7,30,130,40,40,283.1,92.5,69.6
276,Gampaha,Wet,Maha,5.86,0.198,5,98.8,,322.9,26.7,100,60,40,217.4,130,64.4
277,Matale,Intermediate,Maha,6.26,0.155,18.9,122.2,1.62,161.1,29.3,100,20,20,227.1,44.3,32.1
278,Kurunegala,Intermediate,Maha,6.73,0.09,12.3,110.6,1.24,217.6,28.4,130,40,20,289,91.3,32.5
279,Badulla,Intermediate,Yala,5.41,0.124,15,97.8,1.47,113.9,28.4,120,20,40,268.8,42.6,70.1
280,Matara,Wet,Yala,4.8,,8.9,114.1,,261.2,,130,60,20,295.1,129,30.9
281,Nuwara Eliya,Wet,Yala,,0.076,9,80.1,1.95,,24.9,130,60,40,299.1,128.6,64
282,Batticaloa,Dry,Yala,6.3,0.084,13.5,48.7,1.32,69.1,,130,40,60,275.7,85.4,106.1
283,Matara,Wet,Yala,5.88,0.109,6.5,,2.56,237.6,24.3,120,60,40,256,138.7,68.1
284,Polonnaruwa,Dry,Maha,7,,5.4,111.3,0.64,179.5,28.7,120,60,20,245,136.8,31.9
285,Puttalam,Dry,Yala,6.34,0.154,12.2,103.4,0.8,81.6,31.1,100,40,20,220,81.9,31.9
286,Hambantota,Dry,Maha,5.89,0.109,7.7,97.7,1.23,196.1,27.5,120,60,40,242.7,122.7,70.3
287,Trincomalee,Dry,Yala,5.57,0.126,11.8,102.3,,47.4,30.3,120,40,20,259.6,86.1,35.3
288,Gampaha,Wet,Yala,4.69,0.13,7.3,117.9,1.74,355.1,26.4,120,60,20,262.6,122.5,32.1
289,Matara,Wet,Yala,5.51,0.072,11.5,136.2,,234.7,,130,40,20,273.6,88.6,32.9
290,Mullaitivu,Dry,Yala,6.58,0.135,12.4,60.7,1.34,38.8,29.4,120,40,40,264.5,82.4,70
291,Colombo,Wet,Yala,5.35,0.087,9.4,68.7,1.62,371,24.1,130,60,40,262.7,130.8,69.4
292,Gampaha,Wet,Yala,5.2,0.123,9.4,93.5,2.91,242.9,27.4,120,60,40,242.8,120.8,69.8
293,Matara,Wet,Yala,5.35,0.173,5.1,93.9,2.38,291.6,26.1,100,60,40,227.9,126.8,66.9
294,Nuwara Eliya,Wet,Maha,5.58,0.088,6.6,74.1,2.9,331.3,24.8,130,60,40,276.7,133.9,70.8
295,Mullaitivu,Dry,Yala,6.83,0.089,5.8,99.2,1.18,37.7,28.6,130,60,40,266.8,130.1,65
296,Mannar,Dry,Yala,7.29,0.101,11.5,57.4,1.11,84.8,28.8,120,40,60,261.8,93.2,94.9
297,Nuwara Eliya,Wet,Maha,5.72,0.194,10.1,70.5,1.8,334.5,27.3,100,40,40,226.2,91.9,68.8
298,Matale,Intermediate,Maha,5.25,0.147,5.4,51.3,1.13,194.7,29.4,120,60,60,249.8,127.6,100.6
299,Kegalle,Intermediate,Maha,5.8,0.095,11.5,62.6,1.05,231.8,29.7,130,40,40,287.8,81.1,70.2
300,Polonnaruwa,Dry,Maha,5.53,0.179,10.3,105.9,0.52,238.3,28.7,100,40,20,203.9,91.5,31.2
301,Kilinochchi,Dry,Maha,6.77,0.116,10.5,54,0.51,194.2,31,120,40,60,243.4,92.4,105.2
302,Galle,Wet,Maha,4.96,0.11,6.1,96.7,1.84,380.2,26.2,120,60,40,262.1,136.7,64.6
303,Badulla,Intermediate,Maha,5.71,0.125,15.4,59.2,1.82,242.7,28.8,120,20,60,262.5,41.1,102.3
304,Trincomalee,Dry,Maha,6.48,0.074,7,69.4,1.22,299.3,28.6,130,60,40,288.4,140.1,62.1
305,Mullaitivu,Dry,Maha,5.85,0.173,7.7,109.7,0.96,243.3,29.2,100,60,20,224.8,125.7,33.8
306,Polonnaruwa,Dry,Maha,6.04,0.124,9,60.4,1.23,221.7,31.5,120,60,40,279.5,134.8,68.9
307,Ratnapura,Wet,Maha,4.77,0.182,9.5,145.3,2.85,223.3,24.2,100,60,20,217.9,138.4,32.6
308,Kurunegala,Intermediate,Yala,5.92,0.145,8.3,89.1,1.47,208.1,27.8,120,60,40,254,125.2,63.9
309,Ampara,Dry,Maha,7.1,0.111,9.2,64.1,1.28,298.2,28.6,120,60,40,272.5,138.4,67.1
310,Colombo,Wet,Maha,5.63,0.088,8,,1.62,204.8,24.6,130,60,40,272.9,126.7,70
311,Mannar,Dry,Maha,7.09,0.146,13.7,86.3,0.8,299.9,31,120,40,40,258.5,93.2,64.9
312,Ampara,Dry,Yala,6.18,0.123,14.7,97.2,0.81,37.1,29.5,120,40,40,244.4,84.1,64.2
313,Puttalam,Dry,Maha,7.02,0.127,11.7,42,1.47,,29.3,120,40,60,242.3,92.9,96.7
314,Colombo,Wet,Yala,5.02,0.118,9,105.4,,336.3,25.9,120,60,20,279,121.7,35.5
315,Matale,Intermediate,Yala,,0.078,7.6,115.6,1.29,118.8,27.3,130,60,20,296.8,134.5,32.6
316,Trincomalee,Dry,Yala,6.33,0.07,12,68,0.79,33.4,29.9,130,40,40,290.9,87.4,61.7
317,Mannar,Dry,Yala,7.31,0.182,14,79.5,1.36,44.8,27.4,100,40,40,214.4,86.7,69.5
318,Trincomalee,Dry,Yala,6.35,0.113,8,84,0.83,50,29.3,120,60,40,248.1,125,68.7
319,Trincomalee,Dry,Maha,6.03,0.065,7,43.1,0.69,,31.7,130,60,60,268,134.4,94.4
320,Trincomalee,Dry,Maha,5.65,0.13,12.6,106.1,0.92,171,27.1,120,40,20,251.1,83,35.7
321,Kalutara,Wet,Yala,4.7,0.068,6.8,107.8,2.95,267.8,24.4,130,60,20,284.7,131.4,33.8
322,Galle,Wet,Yala,5.87,,8.8,,2.92,384.7,25.3,120,60,40,269.3,125.6,66.7
323,Monaragala,Intermediate,Yala,5.86,0.052,13,67.4,1.77,141.3,27,130,40,40,289.4,92.9,65.5
324,Mullaitivu,Dry,Maha,,0.059,12.5,49.1,1.11,208,31.9,130,40,60,273.3,80.8,106
325,Kilinochchi,Dry,Yala,7.38,0.069,8.1,76.7,0.77,34.2,28.6,130,60,40,301.9,124.5,64.1
326,Hambantota,Dry,Maha,6.52,0.057,12.1,67.4,0.57,131.3,32,130,40,40,292.7,83.6,64.6
327,Kilinochchi,Dry,Maha,6,0.159,13.1,106.4,0.85,268.6,30.6,100,40,20,219.2,85.9,31.4
328,Galle,Wet,Yala,5.81,0.178,6.9,116.7,2.2,213.5,25.5,100,60,20,221,125.2,34.6
329,Kurunegala,Intermediate,Yala,6.53,0.178,,59.5,1.5,219.7,26.5,100,40,60,214.8,86.9,101.4
330,Kalutara,Wet,Maha,4.51,0.05,8.8,99.4,2.68,342.6,25.9,130,60,40,271.9,137.7,67.8
331,Matale,Intermediate,Yala,5.3,0.15,20,69.3,1.84,205.3,27.6,100,20,40,212.7,44.9,63.9
332,Matale,Intermediate,Maha,6.45,0.164,9,92.2,1.91,,26.6,100,60,40,225.8,132,68.2
333,Mullaitivu,Dry,Yala,5.87,0.102,13,50.9,1.24,85.8,29.5,120,40,60,241.9,81.6,104
334,Kalutara,Wet,Yala,4.58,0.074,10.5,69,2.02,370.7,25.2,130,40,40,266.3,89.5,65.3
335,Hambantota,Dry,Yala,6.28,0.179,6.8,96.1,1.05,70.8,30.9,100,60,40,202.6,123.9,69.7
336,Matale,Intermediate,Yala,5.41,0.189,9,117.2,1,214.6,26.5,100,60,20,202.4,136,32.5
337,Kegalle,Intermediate,Maha,6.1,0.14,8.7,107.8,1.88,173.1,29.1,120,60,20,274.8,125.5,34.6
338,Mannar,Dry,Yala,5.68,0.125,5.8,59.2,0.78,22.5,31.5,120,60,60,268.9,128.8,93
339,Kandy,Wet,Maha,5.28,0.054,10.5,113.1,1.93,294.2,24.8,130,40,20,281.5,85,33.6
340,Mullaitivu,Dry,Maha,5.54,0.119,6.7,117.5,,245.8,28.8,120,60,20,245.2,137.4,35.6
341,Badulla,Intermediate,Yala,5.86,0.141,14.4,120.1,,176,26.3,120,40,20,260.6,82.1,35.7
342,Colombo,Wet,Maha,5.47,0.121,7.6,62.8,2.44,208.8,26.9,120,60,40,259.9,131.7,64.5
343,Gampaha,Wet,Yala,5.58,0.148,5.2,68.3,1.91,333,24.6,120,60,40,248.1,123.4,66.1
344,Kalutara,Wet,Yala,5.97,0.061,5.9,75.5,1.99,364.8,24.1,130,60,40,279.8,134.4,62.3
345,Colombo,Wet,Yala,5.84,0.05,10.7,77.6,1.57,,24.1,130,40,40,278.3,92.3,70.4
346,Kalutara,Wet,Maha,4.95,0.087,,71.3,,394.4,26.9,130,60,40,287.5,129.1,67.4
347,Ampara,Dry,Maha,6.3,0.069,7.6,97,0.87,212.6,28.4,130,60,40,288.3,130.2,65.6
348,Ampara,Dry,Maha,7.2,0.068,,89.1,1.19,271.9,28.1,130,40,40,263.3,92.6,62.8
349,Trincomalee,Dry,Yala,7.26,0.051,14.4,63.1,1.11,71.1,31.7,130,40,40,277.3,87.3,71.2
350,Ratnapura,Wet,Maha,4.65,0.146,5.7,127.3,2.39,237.5,26.7,120,60,20,265.8,130.2,33.5
351,Kilinochchi,Dry,Maha,6.63,0.124,12.1,60.1,0.75,191.3,31.3,120,40,40,261,88,64.5
352,Nuwara Eliya,Wet,Yala,5.49,0.145,8.2,118.9,2.82,214.4,26.4,120,60,20,274.9,134.1,32.6
353,Matara,Wet,Maha,4.57,0.139,5.7,114.8,2.26,357.2,26.9,120,60,20,267.1,122.7,32.2
354,Kurunegala,Intermediate,Yala,6.78,0.177,5.2,115.5,1.36,181.4,27.8,100,60,20,206.4,136.7,33.8
355,Matale,Intermediate,Yala,5.62,0.142,6.5,104.5,1.33,228,26.9,120,60,20,244.1,129.1,35.4
356,Vavuniya,Dry,Maha,7.32,0.123,14.9,71.8,0.56,235.9,29.7,120,40,40,266.5,81.4,70.3
357,Kalutara,Wet,Yala,5.29,0.058,6.3,147.2,2.13,319.6,27.2,130,60,20,262.5,136,33.1
358,Kurunegala,Intermediate,Yala,6.63,0.117,16.7,54.7,1.08,226.7,29,120,20,60,264.3,42.7,104.9
359,Kurunegala,Intermediate,Maha,6.09,0.152,,51.4,1.84,229.6,26.5,100,20,60,231.8,40.9,98.8
360,Polonnaruwa,Dry,Yala,6.04,0.154,6.1,42.3,0.95,77.9,30.7,100,60,60,219.9,133,96.3
361,Trincomalee,Dry,Maha,7.27,0.111,9.2,60,0.79,234.7,30.1,120,60,40,256.5,137.8,71.5
362,Hambantota,Dry,Yala,7.37,0.084,14.2,98.4,0.99,80.6,31.7,130,40,40,288.7,92.1,64.7
363,Batticaloa,Dry,Maha,,0.186,7.9,57.7,0.74,198.1,29.5,100,60,60,216,139.4,97.4
364,Ampara,Dry,Yala,6.69,0.083,11.2,67.3,0.86,27.1,31.2,130,40,40,284.5,91.8,71.6
365,Mannar,Dry,Yala,5.69,0.184,7.7,119.6,1.37,45.9,27.8,100,60,20,231.8,120.7,31.5
366,Galle,Wet,Yala,5.45,0.137,6.1,131.2,2.24,350.6,25.3,120,60,20,256.4,128.1,34.6
367,Galle,Wet,Maha,5.43,0.14,5.5,113.6,1.99,315.2,27,120,60,20,278.9,136.6,35.5
368,Puttalam,Dry,Yala,6.89,0.057,7.2,,0.54,41.6,27.7,130,60,40,299.8,127.8,66.8
369,Kilinochchi,Dry,Maha,5.93,0.178,13.2,87,0.51,121,29.7,100,40,40,207.5,88.3,61.7
370,Kilinochchi,Dry,Yala,5.5,,7.2,105.6,1.29,63.8,27.6,130,60,20,264.3,132.5,32.7
371,Gampaha,Wet,Maha,5.33,0.136,10.6,,1.7,206.1,24.5,120,40,40,245.3,85.2,62.8
372,Monaragala,Intermediate,Yala,6.26,0.086,5.9,81.4,1.89,175.3,26.7,130,60,40,262.2,138.3,65.9
373,Anuradhapura,Dry,Maha,6.32,0.169,11.9,99.4,0.87,163.9,29.1,100,40,40,204.2,87,69.6
374,Hambantota,Dry,Yala,7.2,0.09,7.5,102.7,1.04,93.5,28.8,130,60,20,290.4,129.7,33
375,Galle,Wet,Yala,5.91,0.113,10.3,78.8,2.14,316.4,26.5,120,40,40,244.1,93.5,66
376,Ampara,Dry,Maha,6.97,0.166,12.3,105,1.32,146.9,30.7,100,40,20,211.5,86.9,33.6
377,Galle,Wet,Maha,4.79,0.1,,113.8,1.65,327.2,24.7,120,40,20,274.4,82.8,33.7
378,Colombo,Wet,Maha,4.71,0.086,5.8,146.6,2.7,342.4,27.1,130,60,20,262.4,130.7,35.1
379,Anuradhapura,Dry,Maha,7.02,0.123,10.5,64.9,0.52,257,31.2,120,40,40,273.2,91.1,64.8
380,Galle,Wet,Yala,5.21,0.197,6.6,123.7,1.61,357.5,24.3,100,60,20,210.3,135.8,34.9
381,Matale,Intermediate,Yala,5.33,0.175,13.7,115,1.46,154,26.6,100,40,20,204.9,90.8,33.6
382,Puttalam,Dry,Yala,6.54,0.189,13.7,114.9,0.66,97.9,30.7,100,40,20,223.8,89.7,32.3
383,Kurunegala,Intermediate,Maha,5.39,0.068,14,108.6,1.41,197.4,28.1,130,40,20,288.1,83.8,32.3
384,Kandy,Wet,Yala,5.11,0.15,9.6,74.8,1.51,299.7,25.6,100,60,40,229.7,137.5,65.3
385,Badulla,Intermediate,Maha,6.42,0.059,13.5,92.3,1.72,230,29.4,130,40,40,292.6,92.1,67.9
386,Gampaha,Wet,Maha,4.91,0.165,,72.1,2.88,218.9,24.3,100,60,40,227.3,124.4,64
387,Jaffna,Dry,Maha,5.94,0.149,6.3,88,0.74,170.7,29.6,120,60,40,252.4,123.2,70.9
388,Hambantota,Dry,Yala,7.06,0.196,9.8,73,1.48,82.8,28.5,100,60,40,206.9,139.7,67.4
389,Vavuniya,Dry,Yala,6.7,0.143,11.9,73.9,1.14,40.5,28.1,120,40,40,270.7,91.8,70.9
390,Ampara,Dry,Maha,6.78,0.161,5.4,110.2,0.96,224.6,,100,60,20,227.4,138.1,31
391,Nuwara Eliya,Wet,Yala,4.78,0.183,5,64.3,2.21,,25,100,60,40,233.4,138,65.1
392,Jaffna,Dry,Maha,6.35,0.162,7.9,116.6,0.53,256,27.6,100,60,20,214.6,131.2,30.9
393,Anuradhapura,Dry,Yala,6.68,0.193,,117.3,1.43,83.5,31.1,100,40,20,213.2,88.9,32.2
394,Anuradhapura,Dry,Maha,6.73,0.192,6,95.5,0.82,189.4,29.6,100,60,40,226.4,131.3,70.3
395,Mullaitivu,Dry,Maha,7.32,0.064,14.5,74.6,0.88,231.7,28,130,40,40,275.9,81.1,62.1
396,Colombo,Wet,Yala,4.73,0.194,10.7,81.7,2.72,394.7,27,100,40,40,231.4,90.2,66.1
397,Mullaitivu,Dry,Maha,6.39,0.082,10.6,,1.36,189.2,,130,40,40,297.8,87.1,62.9
398,Hambantota,Dry,Yala,6.98,0.148,13,89.6,1.14,96.2,28.4,120,40,40,258.1,88.9,65.9
399,Kegalle,Intermediate,Maha,5.96,0.167,8.8,114.9,1.78,111.2,,100,60,20,225.6,130.5,35
400,Matale,Intermediate,Maha,5.51,0.079,9,104.8,1.64,193.6,26.5,130,60,20,293.4,130.2,33.9
401,Puttalam,Dry,Yala,6.51,0.073,9.8,101.8,1.37,72.6,27.7,130,60,20,265.8,124,34.5
402,Badulla,Intermediate,Maha,6.43,,11,87.6,1.71,195.3,26.7,100,40,40,230.5,84.1,65.2
403,Kurunegala,Intermediate,Maha,,0.191,11.1,67.5,1.32,174.3,27.8,100,40,40,217.6,82.5,71.1
404,Vavuniya,Dry,Yala,6.36,0.125,6.7,83.6,1.36,67.5,30,120,60,40,273.7,124.4,68.8
405,Monaragala,Intermediate,Yala,6.43,0.161,6,61.4,1.17,137.5,28.3,100,60,40,211.5,139.7,65.9
406,Monaragala,Intermediate,Yala,5.3,0.074,19.3,112.9,1.91,156.8,29.5,130,20,20,299.4,41.2,32.9
407,Hambantota,Dry,Yala,5.9,0.168,11.6,85.5,1,78.2,27.5,100,40,40,213.8,84,70.9
408,Kilinochchi,Dry,Yala,5.56,0.138,9.4,45.4,,85.2,27.9,120,60,60,241.8,132.2,101.1
409,Gampaha,Wet,Maha,4.83,0.094,11,69.2,2.19,228.3,27.8,130,40,40,299.8,88.4,68.8
410,Vavuniya,Dry,Maha,5.86,0.139,8.1,119.1,0.97,177.9,27.1,120,60,20,244.9,123.6,32.9
411,Hambantota,Dry,Maha,6.18,0.129,9.3,46.9,0.96,270.1,30.2,120,60,60,253.8,136.1,95.9
412,Mannar,Dry,Maha,5.8,0.138,5.1,112.6,0.98,282.4,28.2,120,60,20,278.5,136,34.4
413,Matale,Intermediate,Maha,6.77,0.163,5.2,51.2,1.85,177.5,29,100,60,60,232.1,125.3,101.6
414,Monaragala,Intermediate,Yala,6.14,0.151,,52.5,1.23,199.8,29.2,100,20,60,219.8,42.1,100
415,Monaragala,Intermediate,Maha,5.27,0.195,12.3,85.4,1.21,150.4,26.1,100,40,40,221.7,92.7,67.9
416,Nuwara Eliya,Wet,Yala,4.96,0.156,9.8,116.1,2.45,314.3,25.2,100,60,20,215.7,136.8,31.8
417,Matara,Wet,Maha,5.07,0.135,6.9,142.6,1.92,350.5,26.6,120,60,20,252.8,134.3,34.8
418,Kegalle,Intermediate,Yala,6.21,0.067,18.4,90.1,1.28,177.7,29.2,130,20,40,275.3,40.8,71.2
419,Batticaloa,Dry,Yala,5.72,0.188,9.3,113.1,0.96,74.9,27.7,100,60,20,223,128.8,35.3
420,Ampara,Dry,Yala,6.32,0.147,6.4,48.4,1.38,61.7,28.2,120,60,60,270.8,131.6,97.3
421,Kilinochchi,Dry,Yala,7.04,0.194,6.1,109.9,1.27,91.8,27.6,100,60,20,226.9,124.3,32.8
422,Trincomalee,Dry,Maha,6.67,0.125,8.7,84.1,1.19,148.7,31.2,120,60,40,272.2,129.4,69.8
423,Mullaitivu,Dry,Yala,6.32,0.107,6.3,111.3,1.37,68.5,28.3,120,60,20,244.9,132.4,33.8
424,Nuwara Eliya,Wet,Yala,5.9,0.193,8.5,80.5,1.8,254.2,27.2,100,60,40,217.2,127,67.2
425,Monaragala,Intermediate,Maha,6.68,0.141,5.2,,1.48,173.8,28.7,120,60,20,243.6,135.9,35.4
426,Mullaitivu,Dry,Maha,5.72,0.156,11.4,43.9,0.66,285.6,,100,40,60,219,91.4,100.5
427,Mullaitivu,Dry,Maha,6.62,0.119,12.5,87.3,,121.4,28,120,40,40,258.6,84.7,66.8
428,Kegalle,Intermediate,Yala,5.59,,12.6,80,,140.4,28,120,40,40,276.1,91.4,62.1
429,Kandy,Wet,Maha,5.43,0.077,9,100.1,1.81,344.4,,130,60,20,276.3,122.6,31.1
430,Anuradhapura,Dry,Yala,7.26,0.187,13.5,106.5,0.98,38.7,27.1,100,40,20,204.9,91.4,30.8
431,Matale,Intermediate,Maha,6.43,0.198,8.2,99.5,1.14,130.6,27.1,100,60,40,205.8,123.6,70.8
432,Trincomalee,Dry,Maha,6.42,0.191,11.5,46.1,1.02,283,29,100,40,60,225.9,81.6,98.6
433,Kurunegala,Intermediate,Yala,5.99,0.078,12.5,128.8,1.89,224.5,29.1,130,40,20,287.6,88.9,33.1
434,Puttalam,Dry,Yala,,0.051,14.8,117.4,1,34.8,30.1,130,40,20,265.7,86.6,35
435,Matara,Wet,Yala,5.24,0.116,7.4,135,1.95,,24.4,120,60,20,244.6,138.4,33.8
436,Puttalam,Dry,Yala,6.33,0.068,10.5,74.6,0.56,25.3,32,130,40,40,291.1,85.2,67.8
437,Mullaitivu,Dry,Maha,5.82,,,117.3,0.82,199.6,,130,40,20,264.5,84.2,32.3
438,Monaragala,Intermediate,Yala,6.23,0.159,5.4,115.4,,165.7,28.1,100,60,20,227.9,130.4,35
439,Nuwara Eliya,Wet,Maha,,0.065,7.3,76.5,2.9,395.3,25.3,130,60,40,291.3,129.5,63.4
440,Kalutara,Wet,Yala,5.93,0.101,5.1,137.3,2.43,228.9,26.7,120,60,20,244.5,127.4,31.1
441,Kegalle,Intermediate,Maha,6.6,0.19,9.8,113.5,1.73,182.4,27,100,60,20,203.9,134.2,31.8
442,Colombo,Wet,Maha,5.15,0.148,10.4,78.3,2.33,384,25.8,120,40,40,279.9,90.4,64.4
443,Mullaitivu,Dry,Yala,,0.153,10.9,109.6,1.46,74.1,32,100,40,20,213.3,91.6,32.2
444,Matale,Intermediate,Maha,5.49,0.15,16.1,,1.46,103.1,26.5,100,20,40,213.2,46.6,68.4
445,Kilinochchi,Dry,Maha,5.57,0.162,13.8,105.9,0.99,274.8,30.6,100,40,20,227.6,84,31.9
446,Hambantota,Dry,Yala,5.54,0.081,5.1,84.4,0.97,,28.2,130,60,40,301.6,134.6,68.5
447,Polonnaruwa,Dry,Yala,7.14,0.117,8.3,41.2,0.68,22.1,28.5,120,60,60,279.9,128.3,93.9
448,Colombo,Wet,Maha,4.54,0.057,9.2,141.9,2.08,303,26.2,130,60,20,293.3,133.9,31.5
449,Polonnaruwa,Dry,Maha,6.25,0.168,8.2,111.1,0.89,158,29,100,60,20,213.4,129.9,33.3
450,Matale,Intermediate,Maha,6.5,0.178,17.3,106.5,1.35,155.2,,100,20,20,203.8,46.7,35.4
451,Kalutara,Wet,Yala,5.06,0.129,8.1,110.8,2.8,322.7,25.6,120,60,20,271.7,134.9,35.1
452,Batticaloa,Dry,Yala,7.19,0.082,7.9,52.3,1.47,77,,130,60,60,285.1,139.3,107
453,Nuwara Eliya,Wet,Yala,4.98,0.186,10.3,145.8,2.9,297.5,24.3,100,40,20,214.9,91.4,34.1
454,Galle,Wet,Yala,5.16,,6.2,,2.53,262.8,25.7,120,60,40,276.8,138.3,68.5
455,Hambantota,Dry,Yala,7.15,0.072,12.6,62.4,0.86,22.8,29,130,40,40,266.1,91.1,68
